,antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
46,frozenset({'GREEN REGENCY TEACUP AND SAUCER'}),frozenset({'ROSES REGENCY TEACUP AND SAUCER '}),0.03211925089507023,0.036353621591847976,0.0255783530707794,0.7963558413719186,21.905818636526035,1.0,0.024410701977926393,4.732010900288453,0.9860202604712571,0.5963081861958267,0.7886733523925226,0.7499771631102017
47,frozenset({'ROSES REGENCY TEACUP AND SAUCER '}),frozenset({'GREEN REGENCY TEACUP AND SAUCER'}),0.036353621591847976,0.03211925089507023,0.0255783530707794,0.7035984848484849,21.905818636526032,1.0,0.024410701977926393,3.2654379266926705,0.9903529445251998,0.5963081861958267,0.6937623612974849,0.7499771631102017
45,frozenset({'DOLLY GIRL LUNCH BOX'}),frozenset({'SPACEBOY LUNCH BOX '}),0.034391352244560726,0.038143762049022305,0.023134122831175986,0.6726726726726727,17.635194761548554,1.0,0.02182230727461535,2.938514928786015,0.9768918423371343,0.4682926829268293,0.659692047093622,0.6395854338092606
44,frozenset({'SPACEBOY LUNCH BOX '}),frozenset({'DOLLY GIRL LUNCH BOX'}),0.038143762049022305,0.034391352244560726,0.023134122831175986,0.6064981949458484,17.635194761548554,1.0,0.02182230727461535,2.453886196589511,0.9807029092954289,0.4682926829268293,0.5924831390347964,0.6395854338092606
57,frozenset({'ALARM CLOCK BAKELIKE GREEN'}),frozenset({'ALARM CLOCK BAKELIKE RED '}),0.035837234921509226,0.03938309005783531,0.024166896171853483,0.6743515850144092,17.122871364946292,1.0,0.022755515121515885,2.9498590066365584,0.9765971205611296,0.47336480107889417,0.6610007469000343,0.6439939743253864
56,frozenset({'ALARM CLOCK BAKELIKE RED '}),frozenset({'ALARM CLOCK BAKELIKE GREEN'}),0.03938309005783531,0.035837234921509226,0.024166896171853483,0.6136363636363636,17.122871364946292,1.0,0.022755515121515885,2.495480097850211,0.9802019622833843,0.47336480107889417,0.599275505798875,0.6439939743253864
25,frozenset({'SWEETHEART CERAMIC TRINKET BOX'}),frozenset({'STRAWBERRY CERAMIC TRINKET BOX'}),0.04031258606444506,0.06258606444505646,0.028125860644450565,0.6976942783945346,11.147757645106953,1.0,0.025602854535074323,3.100880560832878,0.9485337078525886,0.3761510128913444,0.6775109584577467,0.573544608944242
24,frozenset({'STRAWBERRY CERAMIC TRINKET BOX'}),frozenset({'SWEETHEART CERAMIC TRINKET BOX'}),0.06258606444505646,0.04031258606444506,0.028125860644450565,0.4493949394939494,11.147757645106951,1.0,0.025602854535074323,1.7429687497850537,0.9710713982301363,0.3761510128913444,0.4262662482483855,0.573544608944242
52,frozenset({'LUNCH BAG RED RETROSPOT'}),frozenset({'LUNCH BAG PINK POLKADOT'}),0.05232718259432663,0.03790278160286423,0.02141283393004682,0.4092105263157895,10.796319135713945,1.0,0.019429488156280858,1.6284941781332365,0.9574779633902132,0.31115557778889447,0.385935784464202,0.4870757445384579
53,frozenset({'LUNCH BAG PINK POLKADOT'}),frozenset({'LUNCH BAG RED RETROSPOT'}),0.03790278160286423,0.05232718259432663,0.02141283393004682,0.5649409627611263,10.796319135713945,1.0,0.019429488156280858,2.1782625719491575,0.9431228173401719,0.31115557778889447,0.5409185224602294,0.4870757445384579
33,frozenset({'WOODEN FRAME ANTIQUE WHITE '}),frozenset({'WOODEN PICTURE FRAME WHITE FINISH'}),0.06103690443404021,0.05707793996144313,0.03418479757642523,0.5600676818950932,9.812331739257338,1.0,0.03070093680970674,2.1433343749337967,0.9564672228975883,0.40730106644790814,0.5334372407334307,0.5794910182696213
32,frozenset({'WOODEN PICTURE FRAME WHITE FINISH'}),frozenset({'WOODEN FRAME ANTIQUE WHITE '}),0.05707793996144313,0.06103690443404021,0.03418479757642523,0.5989143546441497,9.812331739257337,1.0,0.03070093680970674,2.341053853305807,0.9524513875331042,0.40730106644790814,0.5728419495399912,0.5794910182696213
19,frozenset({'HOT WATER BOTTLE TEA AND SYMPATHY'}),frozenset({'CHOCOLATE HOT WATER BOTTLE'}),0.04468465987331314,0.04981410079867805,0.021343982374001653,0.47765793528505396,9.588809747173634,1.0,0.01911805622291779,1.8190874589429438,0.9376084859052602,0.291764705882353,0.45027381993986626,0.45306531871370875
18,frozenset({'CHOCOLATE HOT WATER BOTTLE'}),frozenset({'HOT WATER BOTTLE TEA AND SYMPATHY'}),0.04981410079867805,0.04468465987331314,0.021343982374001653,0.42847270214236355,9.588809747173633,1.0,0.01911805622291779,1.6715130558202127,0.9426700294870102,0.291764705882353,0.40173964150743696,0.45306531871370875
49,"frozenset({""PAPER CHAIN KIT 50'S CHRISTMAS ""})",frozenset({'PAPER CHAIN KIT VINTAGE CHRISTMAS'}),0.05821399063618838,0.04244698430184522,0.023375103277334067,0.4015375517445298,9.459742743775427,1.0,0.020904094930652012,1.6000218869027467,0.9495669622887857,0.30244988864142536,0.37500854945443474,0.4761134636257117
48,frozenset({'PAPER CHAIN KIT VINTAGE CHRISTMAS'}),"frozenset({""PAPER CHAIN KIT 50'S CHRISTMAS ""})",0.04244698430184522,0.05821399063618838,0.023375103277334067,0.5506893755068937,9.459742743775427,1.0,0.020904094930652012,2.096068861995631,0.9339314537959488,0.30244988864142536,0.5229164374647896,0.4761134636257117
4,frozenset({'LOVE BUILDING BLOCK WORD'}),frozenset({'HOME BUILDING BLOCK WORD'}),0.051122280363536214,0.06303359955935005,0.027058661525750483,0.5292929292929294,8.396996728618793,1.0,0.023836240176754515,1.9905509365584626,0.92837020422056,0.3106719367588933,0.49762652056071616,0.4792832751325379
5,frozenset({'HOME BUILDING BLOCK WORD'}),frozenset({'LOVE BUILDING BLOCK WORD'}),0.06303359955935005,0.051122280363536214,0.027058661525750483,0.42927362097214633,8.396996728618793,1.0,0.023836240176754515,1.662579047516139,0.940172243044101,0.3106719367588933,0.39852483916841075,0.4792832751325379
40,frozenset({'HEART OF WICKER SMALL'}),frozenset({'HEART OF WICKER LARGE'}),0.06124345910217571,0.06000413109336271,0.029916001101624897,0.4884766722878021,8.140717370405092,1.0,0.026241140553046948,1.8376402755878107,0.9343857162588592,0.32755371277798717,0.4558238555801529,0.4935211818122889
41,frozenset({'HEART OF WICKER LARGE'}),frozenset({'HEART OF WICKER SMALL'}),0.06000413109336271,0.06124345910217571,0.029916001101624897,0.4985656913367757,8.140717370405092,1.0,0.026241140553046948,1.8721426210353638,0.9331537848988402,0.32755371277798717,0.46585266060180647,0.4935211818122889
21,frozenset({'60 TEATIME FAIRY CAKE CASES'}),frozenset({'PACK OF 60 PINK PAISLEY CAKE CASES'}),0.060761498209859544,0.05432387771963646,0.025337372624621317,0.4169971671388102,7.676130361880962,1.0,0.022036572425806998,1.622078091180604,0.9259906033220241,0.28231683927886464,0.38350686971416664,0.4417051741904444
20,frozenset({'PACK OF 60 PINK PAISLEY CAKE CASES'}),frozenset({'60 TEATIME FAIRY CAKE CASES'}),0.05432387771963646,0.060761498209859544,0.025337372624621317,0.4664131812420786,7.676130361880962,1.0,0.022036572425806998,1.7602355769891234,0.9196869905509568,0.28231683927886464,0.4318942230956969,0.4417051741904444
17,frozenset({'LUNCH BAG WOODLAND'}),frozenset({'LUNCH BAG SPACEBOY DESIGN '}),0.054564858165794546,0.06451390801432112,0.024993114844395484,0.4580441640378549,7.099928963165214,1.0,0.021472922603872936,1.7261297506371376,0.9087387197340093,0.265642151481888,0.42066927493087547,0.4227253904500907
16,frozenset({'LUNCH BAG SPACEBOY DESIGN '}),frozenset({'LUNCH BAG WOODLAND'}),0.06451390801432112,0.054564858165794546,0.024993114844395484,0.3874066168623266,7.099928963165213,1.0,0.021472922603872936,1.5433322785690775,0.9184033068394456,0.265642151481888,0.35205139302395455,0.4227253904500907
12,frozenset({'LUNCH BAG CARS BLUE'}),frozenset({'LUNCH BAG WOODLAND'}),0.06186312310658221,0.054564858165794546,0.02378821261360507,0.38452977184195886,7.047205559914966,1.0,0.020412660075601323,1.5361183995262815,0.914685057030794,0.2567818654775177,0.3490085137262943,0.4102459584761845
13,frozenset({'LUNCH BAG WOODLAND'}),frozenset({'LUNCH BAG CARS BLUE'}),0.054564858165794546,0.06186312310658221,0.02378821261360507,0.43596214511041015,7.047205559914966,1.0,0.020412660075601323,1.66325162178531,0.9076241666659202,0.2567818654775177,0.3987680595635828,0.4102459584761845
51,frozenset({'JUMBO BAG PINK POLKADOT'}),frozenset({'JUMBO BAG RED RETROSPOT'}),0.036319195813825395,0.08992013219498761,0.02285871660699532,0.6293838862559242,6.999365669204474,1.0,0.0195928897182005,2.4555863440774632,0.889433416874012,0.22111222111222115,0.5927652870313999,0.4417976092841642
50,frozenset({'JUMBO BAG RED RETROSPOT'}),frozenset({'JUMBO BAG PINK POLKADOT'}),0.08992013219498761,0.036319195813825395,0.02285871660699532,0.2542113323124043,6.999365669204473,1.0,0.0195928897182005,1.2921633780976838,0.9418183400875404,0.22111222111222115,0.22610405390671665,0.4417976092841642
15,frozenset({'LUNCH BAG WOODLAND'}),frozenset({'LUNCH BAG  BLACK SKULL.'}),0.054564858165794546,0.06874827871109887,0.022961993941063068,0.420820189274448,6.121174190307544,1.0,0.019210753864049447,1.6078801505914033,0.8849180805948481,0.22881646655231563,0.3780630977799033,0.37741059538835064
14,frozenset({'LUNCH BAG  BLACK SKULL.'}),frozenset({'LUNCH BAG WOODLAND'}),0.06874827871109887,0.054564858165794546,0.022961993941063068,0.33400100150225337,6.121174190307543,1.0,0.019210753864049447,1.41957441973151,0.8983958170631885,0.22881646655231563,0.29556352516613105,0.37741059538835064
8,frozenset({'LUNCH BAG SPACEBOY DESIGN '}),frozenset({'LUNCH BAG CARS BLUE'}),0.06451390801432112,0.06186312310658221,0.02399476728174057,0.37193169690501604,6.012171358762886,1.0,0.0200037354481639,1.4936860724709133,0.8911631603295369,0.23436449226630807,0.3305152813363512,0.3799001834552904
9,frozenset({'LUNCH BAG CARS BLUE'}),frozenset({'LUNCH BAG SPACEBOY DESIGN '}),0.06186312310658221,0.06451390801432112,0.02399476728174057,0.38786867000556485,6.0121713587628856,1.0,0.0200037354481639,1.5282440975438774,0.888645103621696,0.23436449226630807,0.34565426975497343,0.3799001834552904
38,frozenset({'LUNCH BAG  BLACK SKULL.'}),frozenset({'LUNCH BAG SPACEBOY DESIGN '}),0.06874827871109887,0.06451390801432112,0.026645552189479484,0.3875813720580872,6.007718087269646,1.0,0.02221033206056874,1.527527167371546,0.8950828547894555,0.24991927671940584,0.3453471588850856,0.4003008247697053
39,frozenset({'LUNCH BAG SPACEBOY DESIGN '}),frozenset({'LUNCH BAG  BLACK SKULL.'}),0.06451390801432112,0.06874827871109887,0.026645552189479484,0.4130202774813234,6.007718087269645,1.0,0.02221033206056874,1.586514296086728,0.8910313647203048,0.24991927671940584,0.369687369053916,0.4003008247697053
7,frozenset({'LUNCH BAG CARS BLUE'}),frozenset({'LUNCH BAG  BLACK SKULL.'}),0.06186312310658221,0.06874827871109887,0.02550950151473423,0.4123539232053422,5.998025418762534,1.0,0.021256518285463898,1.5847152870796923,0.8882269595425464,0.24271208647232229,0.36897182216068836,0.39170525404132905
6,frozenset({'LUNCH BAG  BLACK SKULL.'}),frozenset({'LUNCH BAG CARS BLUE'}),0.06874827871109887,0.06186312310658221,0.02550950151473423,0.37105658487731596,5.998025418762534,1.0,0.021256518285463898,1.4916077572899324,0.894794014065799,0.24271208647232229,0.3295824622038191,0.39170525404132905
54,frozenset({'LUNCH BAG  BLACK SKULL.'}),frozenset({'LUNCH BAG RED RETROSPOT'}),0.06874827871109887,0.05232718259432663,0.020862021481685485,0.3034551827741612,5.799188256068313,1.0,0.017264617748524155,1.3605338722926883,0.8886556172529751,0.20817588457574718,0.26499441111682054,0.35106969665023846
55,frozenset({'LUNCH BAG RED RETROSPOT'}),frozenset({'LUNCH BAG  BLACK SKULL.'}),0.05232718259432663,0.06874827871109887,0.020862021481685485,0.39868421052631575,5.799188256068312,1.0,0.017264617748524155,1.548689952252877,0.8732571600664862,0.20817588457574718,0.3542929631942782,0.35106969665023846
35,frozenset({'JUMBO BAG STRAWBERRY'}),frozenset({'JUMBO BAG RED RETROSPOT'}),0.05212062792619113,0.08992013219498761,0.024889837510327733,0.4775429326287979,5.310745446784579,1.0,0.020203143757118864,1.741922781108456,0.8563352479283503,0.2124595944754628,0.4259217395597413,0.3771711600356853
34,frozenset({'JUMBO BAG RED RETROSPOT'}),frozenset({'JUMBO BAG STRAWBERRY'}),0.08992013219498761,0.05212062792619113,0.024889837510327733,0.2767993874425727,5.310745446784578,1.0,0.020203143757118864,1.3106728003476913,0.8919025085663186,0.2124595944754628,0.237033072072051,0.3771711600356853
29,frozenset({'JUMBO  BAG BAROQUE BLACK WHITE'}),frozenset({'JUMBO BAG RED RETROSPOT'}),0.04988295235472322,0.08992013219498761,0.02182594326631782,0.43754313319530713,4.865908473605391,1.0,0.01734046159630484,1.6180438385882983,0.8362006898480642,0.1850014590020426,0.3819697735306885,0.3401345068733044
28,frozenset({'JUMBO BAG RED RETROSPOT'}),frozenset({'JUMBO  BAG BAROQUE BLACK WHITE'}),0.08992013219498761,0.04988295235472322,0.02182594326631782,0.24272588055130168,4.865908473605391,1.0,0.01734046159630484,1.2546540588723272,0.8729877000725041,0.1850014590020426,0.20296754876097722,0.3401345068733044
26,frozenset({'JUMBO BAG RED RETROSPOT'}),frozenset({'JUMBO STORAGE BAG SUKI'}),0.08992013219498761,0.059005783530707796,0.025234095290553565,0.28062787136294026,4.755938394020238,1.0,0.019928287435203498,1.3080771119839227,0.8677662049580165,0.20400779293069854,0.23551907541342976,0.3541412402322286
27,frozenset({'JUMBO STORAGE BAG SUKI'}),frozenset({'JUMBO BAG RED RETROSPOT'}),0.059005783530707796,0.08992013219498761,0.025234095290553565,0.42765460910151687,4.755938394020238,1.0,0.019928287435203498,1.5900885763687982,0.8392576057024265,0.20400779293069854,0.37110421717282727,0.3541412402322286
36,frozenset({'JUMBO BAG RED RETROSPOT'}),frozenset({'JUMBO SHOPPER VINTAGE RED PAISLEY'}),0.08992013219498761,0.05783530707793996,0.022961993941063068,0.2553598774885145,4.415293881718077,1.0,0.017761435483077005,1.2652617881297794,0.8499413479823865,0.18400000000000002,0.20964972673510557,0.32619184350616204
37,frozenset({'JUMBO SHOPPER VINTAGE RED PAISLEY'}),frozenset({'JUMBO BAG RED RETROSPOT'}),0.05783530707793996,0.08992013219498761,0.022961993941063068,0.3970238095238095,4.415293881718077,1.0,0.017761435483077005,1.509313107514729,0.8209971307827525,0.18400000000000002,0.3374469518477689,0.32619184350616204
10,frozenset({'WHITE HANGING HEART T-LIGHT HOLDER'}),frozenset({'RED HANGING HEART T-LIGHT HOLDER'}),0.16827320297438722,0.05614844395483338,0.039692922060038556,0.2358837970540098,4.20107451675345,1.0,0.030244643553730875,1.2352199212714254,0.9161249375369752,0.21487141259783823,0.19042756453386137,0.47140603096109446
11,frozenset({'RED HANGING HEART T-LIGHT HOLDER'}),frozenset({'WHITE HANGING HEART T-LIGHT HOLDER'}),0.05614844395483338,0.16827320297438722,0.039692922060038556,0.7069282648681791,4.20107451675345,1.0,0.030244643553730875,2.8379631923614532,0.8072939596197003,0.21487141259783823,0.6476346124954828,0.47140603096109446
30,frozenset({'WOODEN PICTURE FRAME WHITE FINISH'}),frozenset({'WHITE HANGING HEART T-LIGHT HOLDER'}),0.05707793996144313,0.16827320297438722,0.02285871660699532,0.4004825090470447,2.379954157692012,1.0,0.013254028830503512,1.3873269914169681,0.6149223399622588,0.11288677320639239,0.27918940077808585,0.2681626947853881
31,frozenset({'WHITE HANGING HEART T-LIGHT HOLDER'}),frozenset({'WOODEN PICTURE FRAME WHITE FINISH'}),0.16827320297438722,0.05707793996144313,0.02285871660699532,0.13584288052373159,2.3799541576920116,1.0,0.013254028830503512,1.0911465505370421,0.69713257001516,0.11288677320639239,0.08353282195886656,0.2681626947853881
22,frozenset({'WOODEN FRAME ANTIQUE WHITE '}),frozenset({'WHITE HANGING HEART T-LIGHT HOLDER'}),0.06103690443404021,0.16827320297438722,0.02306527127513082,0.3778905809362662,2.2456967256621647,1.0,0.012794395866373296,1.3369461569595753,0.5907621927028469,0.11183441829410783,0.2520267216488684,0.2574804786841724
23,frozenset({'WHITE HANGING HEART T-LIGHT HOLDER'}),frozenset({'WOODEN FRAME ANTIQUE WHITE '}),0.16827320297438722,0.06103690443404021,0.02306527127513082,0.13707037643207856,2.2456967256621647,1.0,0.012794395866373296,1.0881108608644883,0.6669304141543937,0.11183441829410783,0.08097599613561936,0.2574804786841724
43,frozenset({'HEART OF WICKER LARGE'}),frozenset({'WHITE HANGING HEART T-LIGHT HOLDER'}),0.06000413109336271,0.16827320297438722,0.02237675571467915,0.3729202524383247,2.216159470709586,1.0,0.012279668383903989,1.326349320416874,0.5837993041567479,0.10867747868249457,0.24605080682236988,0.25294948792129
42,frozenset({'WHITE HANGING HEART T-LIGHT HOLDER'}),frozenset({'HEART OF WICKER LARGE'}),0.16827320297438722,0.06000413109336271,0.02237675571467915,0.13297872340425532,2.216159470709586,1.0,0.012279668383903989,1.084167014444465,0.6597947019867549,0.10867747868249457,0.07763288619105689,0.25294948792129
2,frozenset({'WHITE HANGING HEART T-LIGHT HOLDER'}),frozenset({'HOME BUILDING BLOCK WORD'}),0.16827320297438722,0.06303359955935005,0.020311209033324153,0.1207037643207856,1.9149114942600653,1.0,0.009704343340467398,1.0655867299567001,0.574446627006398,0.09626366454560287,0.06154987493074843,0.22146602743619836
3,frozenset({'HOME BUILDING BLOCK WORD'}),frozenset({'WHITE HANGING HEART T-LIGHT HOLDER'}),0.06303359955935005,0.16827320297438722,0.020311209033324153,0.3222282905516111,1.9149114942600653,1.0,0.009704343340467398,1.2271488842497156,0.5099250655279632,0.09626366454560287,0.1851029546334106,0.22146602743619836
1,frozenset({'WHITE HANGING HEART T-LIGHT HOLDER'}),frozenset({'ASSORTED COLOUR BIRD ORNAMENT'}),0.16827320297438722,0.09129716331589094,0.022307904158633984,0.132569558101473,1.4520665624930573,1.0,0.006945038064993289,1.0475800626679068,0.37431322050527344,0.09402205455600696,0.045419022720548104,0.18845672475209396
0,frozenset({'ASSORTED COLOUR BIRD ORNAMENT'}),frozenset({'WHITE HANGING HEART T-LIGHT HOLDER'}),0.09129716331589094,0.16827320297438722,0.022307904158633984,0.24434389140271492,1.452066562493057,1.0,0.006945038064993289,1.100668396063835,0.3426052207685788,0.09402205455600696,0.09146114890174102,0.18845672475209396
